13 0 -3.99994E+01 -2.94770E+01  80  0.00  0.00 -1.00  1.07633E+00
13 1  2.04484E+01 -3.30799E+00  80  0.00  0.00 -1.00  1.07124E+00
13 2  2.62136E+00 -2.24833E+01  80  0.00  0.00 -1.00  1.09820E+00
13 3 -3.62364E+01  1.43092E+01  80  0.00  0.00 -1.00  1.18982E+00
13 4  1.43437E+01  3.47754E+01  80  0.00  0.00 -1.00  1.05579E+00
13 5 -9.31984E+00  1.55331E+00  80  0.00  0.00 -1.00  1.47124E+00
13 6  2.64772E+01 -3.72342E+01  80  0.00  0.00 -1.00  1.01289E+00
13 7 -3.57231E+01  2.37600E+00  80  0.00  0.00 -1.00  1.05960E+00
13 8  1.36919E+01 -3.93842E+01  80  0.00  0.00 -1.00  2.90674E+00
13 9 -9.32676E+00 -3.46526E+01  80  0.00  0.00 -1.00  1.09067E+00
13 10 -6.60112E+00  1.49418E+01  80  0.00  0.00 -1.00  1.01619E+00
13 11  7.11813E+00  3.44349E+01  80  0.00  0.00 -1.00  1.04983E+00
13 12  2.76933E+01  2.15429E+00  80  0.00  0.00 -1.00  1.05756E+00
13 13 -3.26428E+01  1.23135E+01  80  0.00  0.00 -1.00  9.98582E-01
13 14 -6.72007E+00  1.60952E+01  80  0.00  0.00 -1.00  1.01101E+00
13 15  3.28257E+01  2.09758E+01  80  0.00  0.00 -1.00  1.07219E+00
13 16 -1.90038E+01 -3.62029E+01  80  0.00  0.00 -1.00  1.17848E+00
13 17  1.88865E+01 -1.37413E+01  80  0.00  0.00 -1.00  2.22108E+00
13 18  1.06111E+01  2.05128E+01  80  0.00  0.00 -1.00  1.01028E+00
13 19  3.92830E+01 -1.07729E+01  80  0.00  0.00 -1.00  1.08056E+00
13 20 -2.02369E+01  3.86040E+01  80  0.00  0.00 -1.00  1.30903E+00
13 21  1.78128E+01  2.02685E+01  80  0.00  0.00 -1.00  2.97322E+00
13 22  1.21215E+01 -3.41851E+01  80  0.00  0.00 -1.00  1.07768E+00
13 23  1.05308E+01  3.07766E+01  80  0.00  0.00 -1.00  1.04577E+00
