14 0 -3.99994E+01 -2.94770E+01  80  0.00  0.00 -1.00  1.17919E+00
14 1  2.04484E+01 -3.30799E+00  80  0.00  0.00 -1.00  2.40597E+00
14 2  2.62136E+00 -2.24833E+01  80  0.00  0.00 -1.00  1.46383E+00
14 3 -3.62364E+01  1.43092E+01  80  0.00  0.00 -1.00  1.20952E+00
14 4  1.43437E+01  3.47754E+01  80  0.00  0.00 -1.00  1.38596E+00
14 5 -9.31984E+00  1.55331E+00  80  0.00  0.00 -1.00  1.00430E+00
14 6  2.64772E+01 -3.72342E+01  80  0.00  0.00 -1.00  1.05288E+00
14 7 -3.57231E+01  2.37600E+00  80  0.00  0.00 -1.00  1.23742E+00
14 8  1.36919E+01 -3.93842E+01  80  0.00  0.00 -1.00  2.13112E+00
14 9 -9.32676E+00 -3.46526E+01  80  0.00  0.00 -1.00  1.06077E+00
14 10 -6.60112E+00  1.49418E+01  80  0.00  0.00 -1.00  1.23539E+00
14 11  7.11813E+00  3.44349E+01  80  0.00  0.00 -1.00  1.48501E+00
14 12  2.76933E+01  2.15429E+00  80  0.00  0.00 -1.00  1.21388E+00
14 13 -3.26428E+01  1.23135E+01  80  0.00  0.00 -1.00  3.34283E+00
14 14 -6.72007E+00  1.60952E+01  80  0.00  0.00 -1.00  1.44320E+00
14 15  3.28257E+01  2.09758E+01  80  0.00  0.00 -1.00  1.00878E+00
14 16 -1.90038E+01 -3.62029E+01  80  0.00  0.00 -1.00  1.18040E+00
14 17  1.88865E+01 -1.37413E+01  80  0.00  0.00 -1.00  1.03303E+00
14 18  1.06111E+01  2.05128E+01  80  0.00  0.00 -1.00  5.21409E+00
14 19  3.92830E+01 -1.07729E+01  80  0.00  0.00 -1.00  2.36961E+00
14 20 -2.02369E+01  3.86040E+01  80  0.00  0.00 -1.00  1.01610E+00
14 21  1.78128E+01  2.02685E+01  80  0.00  0.00 -1.00  1.04381E+00
14 22  1.21215E+01 -3.41851E+01  80  0.00  0.00 -1.00  1.35141E+00
14 23  1.05308E+01  3.07766E+01  80  0.00  0.00 -1.00  1.23167E+00
14 24 -1.81832E+01 -5.08709E+00  80  0.00  0.00 -1.00  1.15542E+00
