5 35  2.00283E+01  1.53657E+01  80  0.00  0.00 -1.00  1.02794E+01
5 36  1.10833E+01  3.65527E+01  80  0.00  0.00 -1.00  9.99303E-01
6 37  2.11899E+01  1.85778E+01  80  0.00  0.00 -1.00  2.01769E+00
6 38  3.76392E+01  2.00336E+00  80  0.00  0.00 -1.00  2.72065E+00
5 39  3.04606E+01  3.08082E+01  80  0.00  0.00 -1.00  1.66657E+01
6 40  3.31127E+01  5.01461E+00  80  0.00  0.00 -1.00  2.89271E+00
6 41  6.34699E-01  2.75382E+01  80  0.00  0.00 -1.00  9.12072E+00
6 42  3.47299E+01  2.51817E+01  80  0.00  0.00 -1.00  3.88753E+00
5 43  2.94490E+01  2.90165E+01  80  0.00  0.00 -1.00  1.49839E+00
5 44  3.99783E+01  3.55429E+01  80  0.00  0.00 -1.00  2.98341E+00
6 45  9.32779E+00  1.22529E+01  80  0.00  0.00 -1.00  1.32814E+01
6 46  1.40406E+01  2.05309E+01  80  0.00  0.00 -1.00  4.35358E+00
5 47  2.36445E+01  3.38393E+01  80  0.00  0.00 -1.00  5.07656E-01
5 48  1.64832E+01  3.36604E+01  80  0.00  0.00 -1.00  2.03027E+00
6 49  1.07727E+01  1.66158E+01  80  0.00  0.00 -1.00  1.69805E-01
5 50  2.14922E+01  1.87167E+01  80  0.00  0.00 -1.00  7.13469E+00
6 51  1.14885E+01  7.13310E+00  80  0.00  0.00 -1.00  4.49138E-01
5 52  6.14880E+00  2.28662E+01  80  0.00  0.00 -1.00  5.27409E+00
5 53  3.20962E+01  1.32215E+00  80  0.00  0.00 -1.00  1.61339E+00
5 54  2.13780E+01  1.99392E+01  80  0.00  0.00 -1.00  1.59515E+00
5 55  3.82144E+01  2.99317E+01  80  0.00  0.00 -1.00  6.50075E+00
6 56  2.21834E+01  3.56295E+01  80  0.00  0.00 -1.00  1.37897E+01
6 57  2.49940E+01  3.36816E+01  80  0.00  0.00 -1.00  8.64313E+00
6 58  6.39070E+00  8.51006E+00  80  0.00  0.00 -1.00  8.33181E+00
5 59  2.85884E+01  5.21708E+00  80  0.00  0.00 -1.00  3.67513E+00
6 60  3.63961E+00  1.09835E+01  80  0.00  0.00 -1.00  1.49687E+01
6 61  1.19982E-01  1.65717E+01  80  0.00  0.00 -1.00  2.46871E-01
5 62  1.07505E+00  2.83928E+01  80  0.00  0.00 -1.00  1.35287E+01
5 63  3.75159E+01  9.59642E+00  80  0.00  0.00 -1.00  8.64449E+00
6 64  7.23583E+00  1.27016E+01  80  0.00  0.00 -1.00  3.09033E+00
6 65  3.54796E+01  2.60823E+01  80  0.00  0.00 -1.00  1.99186E+00
5 66  6.01339E+00  2.72538E+01  80  0.00  0.00 -1.00  4.34514E+00
5 67  1.54326E+01  1.55090E+01  80  0.00  0.00 -1.00  1.18697E+01
5 68  1.99896E+01  5.90132E+00  80  0.00  0.00 -1.00  8.32937E+00
5 69  2.34875E+01  3.38230E+01  80  0.00  0.00 -1.00  2.30541E+00
5 70  2.36043E+01  3.82164E+01  80  0.00  0.00 -1.00  3.37677E-01
5 71  2.22458E+01  5.92606E+00  80  0.00  0.00 -1.00  5.01213E-01
5 72  3.93322E+01  1.63507E+01  80  0.00  0.00 -1.00  4.05542E-01
5 73  5.67279E+00  2.25959E+01  80  0.00  0.00 -1.00  6.85492E-01
6 74  1.00850E+01  1.95406E+01  80  0.00  0.00 -1.00  2.70444E+00
6 75  1.85612E+01  3.84438E+01  80  0.00  0.00 -1.00  6.61680E-01
5 76  5.04123E+00  7.99028E+00  80  0.00  0.00 -1.00  4.06658E-01
5 77  1.27700E+01  2.51708E+01  80  0.00  0.00 -1.00  1.03466E+00
6 78  5.06848E+00  2.60501E+01  80  0.00  0.00 -1.00  7.83381E-01
6 79  2.48654E+01  3.21229E+01  80  0.00  0.00 -1.00  1.60845E+00
5 80  9.91366E+00  1.90573E+01  80  0.00  0.00 -1.00  1.87510E+00
5 81  1.55726E+01  8.13001E+00  80  0.00  0.00 -1.00  5.51987E+00
6 82  1.13501E+00  3.60669E+01  80  0.00  0.00 -1.00  9.34830E+00
6 83  1.70599E+01  5.68084E+00  80  0.00  0.00 -1.00  7.84343E+00
5 84  3.78995E+01  1.64125E+01  80  0.00  0.00 -1.00  7.99968E-01
6 85  5.24754E+00  3.54259E+01  80  0.00  0.00 -1.00  1.31866E+01
6 86  3.68694E+00  6.48794E+00  80  0.00  0.00 -1.00  5.85048E+00
6 87  2.84254E+00  1.46136E+01  80  0.00  0.00 -1.00  3.91569E+00
5 88  1.01223E+01  5.40437E+00  80  0.00  0.00 -1.00  1.47855E+00
6 89  3.13261E+01  1.82123E+01  80  0.00  0.00 -1.00  5.04987E-01
6 90  1.39810E+01  1.80920E+01  80  0.00  0.00 -1.00  3.07778E+00
6 91  3.23578E+01  3.72670E+01  80  0.00  0.00 -1.00  9.79757E+00
5 92  2.60658E+01  8.60993E+00  80  0.00  0.00 -1.00  1.50129E+01
5 93  2.71837E+01  3.63569E+01  80  0.00  0.00 -1.00  2.36686E+00
5 94  1.00050E+01  3.44344E+01  80  0.00  0.00 -1.00  9.20490E+00
6 95  1.88505E+01  2.02382E+01  80  0.00  0.00 -1.00  8.86113E-01
6 96  2.40157E+01  3.27025E+01  80  0.00  0.00 -1.00  1.29138E+00
5 97  3.02337E+01  1.84898E+01  80  0.00  0.00 -1.00  2.53451E+01
5 98  3.80547E+01  2.53095E+01  80  0.00  0.00 -1.00  1.15912E+00
5 99  1.75732E+01  3.29879E+01  80  0.00  0.00 -1.00  7.73790E-01
6 100  2.75592E+01  2.80883E+01  80  0.00  0.00 -1.00  1.70406E+00
6 101  3.94858E+01  3.81766E+01  80  0.00  0.00 -1.00  5.30079E-01
5 102  3.40508E+01  1.15726E+01  80  0.00  0.00 -1.00  2.03316E+00
6 103  2.14970E+01  2.05774E+01  80  0.00  0.00 -1.00  2.31283E+00
5 104  4.13735E+00  1.65611E+01  80  0.00  0.00 -1.00  2.59327E-01
5 105  2.30687E+01  3.50626E+01  80  0.00  0.00 -1.00  2.76516E+00
5 106  1.76015E+01  2.91899E+01  80  0.00  0.00 -1.00  2.52115E-01
6 107  3.47705E+01  2.86257E+01  80  0.00  0.00 -1.00  8.88539E+00
5 108  3.20288E+01  2.82614E+01  80  0.00  0.00 -1.00  1.04398E+01
6 109  2.96686E+01  7.63693E-01  80  0.00  0.00 -1.00  1.00854E+00
5 110  3.54412E+01  2.09995E+01  80  0.00  0.00 -1.00  2.75615E+00
6 111  1.85329E+01  2.60775E+00  80  0.00  0.00 -1.00  1.53773E+00
5 112  2.85369E+01  1.95577E+01  80  0.00  0.00 -1.00  2.08956E+00
5 113  2.67072E+01  2.72820E+01  80  0.00  0.00 -1.00  1.36066E+01
6 114  7.98219E+00  3.66654E+01  80  0.00  0.00 -1.00  3.52062E+00
6 115  3.46353E+01  3.56007E+01  80  0.00  0.00 -1.00  2.10765E-01
5 116  2.17579E+01  5.56780E+00  80  0.00  0.00 -1.00  2.66400E+00
6 117  1.80139E+01  3.95745E+01  80  0.00  0.00 -1.00  2.16266E+00
5 118  8.62127E+00  1.78409E+01  80  0.00  0.00 -1.00  1.93937E+00
6 119  1.26293E+01  2.05864E+01  80  0.00  0.00 -1.00  6.01352E+00
6 120  3.52602E+01  1.75890E+01  80  0.00  0.00 -1.00  2.60596E-01
6 121  1.87013E+01  3.22660E+01  80  0.00  0.00 -1.00  7.99574E-01
5 122  1.46063E+01  8.46075E+00  80  0.00  0.00 -1.00  4.23950E-01
5 123  3.99647E+01  6.14417E+00  80  0.00  0.00 -1.00  3.14053E+00
6 124  2.52195E+01  2.46540E+01  80  0.00  0.00 -1.00  8.57071E+00
5 125  2.37942E-02  3.51524E-02  80  0.00  0.00 -1.00  8.74903E-01
6 126  3.09341E+01  2.90934E+01  80  0.00  0.00 -1.00  9.71751E+00
6 127  1.27671E+01  1.67089E+01  80  0.00  0.00 -1.00  8.12574E-01
5 128  2.72998E+01  2.72225E+01  80  0.00  0.00 -1.00  1.13647E+00
5 129  8.21047E+00  3.34568E+01  80  0.00  0.00 -1.00  2.99816E+00
5 130  2.83568E+01  3.31483E+01  80  0.00  0.00 -1.00  9.76120E-01
6 131  3.78195E+00  3.26950E+00  80  0.00  0.00 -1.00  1.36822E+00
6 132  3.05602E+01  2.51829E+01  80  0.00  0.00 -1.00  1.67681E+00
5 133  8.55409E+00  8.54187E+00  80  0.00  0.00 -1.00  2.00288E+00
5 134  3.24243E+00  1.55529E+01  80  0.00  0.00 -1.00  1.84357E+00
6 135  3.80864E+01  3.79018E+01  80  0.00  0.00 -1.00  8.12817E-01
5 136  1.55941E+01  1.07686E+01  80  0.00  0.00 -1.00  2.13347E+00
6 137  2.76868E+01  1.13614E+01  80  0.00  0.00 -1.00  1.68786E+00
5 138  3.10746E+01  3.13546E+01  80  0.00  0.00 -1.00  3.01785E+01
6 139  1.68984E+01  1.12862E+01  80  0.00  0.00 -1.00  3.99271E+00
5 140  7.75869E+00  4.52642E-01  80  0.00  0.00 -1.00  1.02603E+00
6 141  7.67295E+00  3.93294E+01  80  0.00  0.00 -1.00  1.00655E+01
6 142  9.76216E+00  3.27890E+01  80  0.00  0.00 -1.00  2.06395E+01
5 143  5.45819E+00  1.59257E+01  80  0.00  0.00 -1.00  2.67268E+01
5 144  2.40404E+01  7.07521E+00  80  0.00  0.00 -1.00  1.08131E+01
5 145  3.31342E+01  6.30924E+00  80  0.00  0.00 -1.00  4.39709E+00
6 146  3.95175E+01  1.02867E+01  80  0.00  0.00 -1.00  4.38314E+00
6 147  9.34397E+00  4.06549E+00  80  0.00  0.00 -1.00  4.56660E+00
5 148  8.77642E+00  2.53887E+01  80  0.00  0.00 -1.00  5.51199E-01
6 149  2.78403E+01  3.17908E+01  80  0.00  0.00 -1.00  2.30852E+00
6 150  2.78497E+01  3.01176E+01  80  0.00  0.00 -1.00  1.87520E+00
6 151  2.67808E+01  2.53372E+01  80  0.00  0.00 -1.00  6.17875E-01
6 152  2.25762E+00  2.39287E+01  80  0.00  0.00 -1.00  4.32309E+00
5 153  9.08031E+00  1.27511E+01  80  0.00  0.00 -1.00  5.06965E+00
5 154  2.79934E+01  4.69748E+00  80  0.00  0.00 -1.00  3.51700E+00
6 155  3.05028E+01  2.10449E+01  80  0.00  0.00 -1.00  1.19538E+01
5 156  2.21564E+01  2.35196E+01  80  0.00  0.00 -1.00  1.18842E+00
5 157  1.31867E+01  2.81196E+01  80  0.00  0.00 -1.00  9.06936E-01
5 158  5.72181E+00  6.46750E+00  80  0.00  0.00 -1.00  1.47441E+00
6 159  1.94130E+01  3.44090E+01  80  0.00  0.00 -1.00  1.50060E+00
5 160  3.25306E+01  2.22734E+01  80  0.00  0.00 -1.00  5.95186E+00
6 161  2.95599E+01  1.26403E+01  80  0.00  0.00 -1.00  2.89219E+00
5 162  5.41328E+00  2.11419E+01  80  0.00  0.00 -1.00  4.12441E-01
5 163  1.24296E+01  2.35248E+01  80  0.00  0.00 -1.00  2.81302E+00
5 164  2.07233E+01  1.72339E+01  80  0.00  0.00 -1.00  2.92167E+00
6 165  1.03537E+01  1.48090E+01  80  0.00  0.00 -1.00  8.48702E-01
5 166  1.57207E+01  1.78746E+01  80  0.00  0.00 -1.00  6.06604E-01
5 167  1.90358E+01  1.55132E+01  80  0.00  0.00 -1.00  2.22866E+00
6 168  1.11717E+01  3.13052E+00  80  0.00  0.00 -1.00  1.33112E+00
6 169  1.47897E+01  1.01569E+01  80  0.00  0.00 -1.00  9.46815E-01
6 170  2.68714E+01  2.70495E+01  80  0.00  0.00 -1.00  6.19105E-01
5 171  2.05575E+01  2.91443E+01  80  0.00  0.00 -1.00  4.79736E+00
6 172  2.88307E+01  3.77901E+01  80  0.00  0.00 -1.00  2.85293E+00
6 173  1.84279E+01  3.76065E+01  80  0.00  0.00 -1.00  3.81969E+00
6 174  1.28624E+01  1.84174E+01  80  0.00  0.00 -1.00  1.20559E+01
5 175  2.06858E+01  2.64542E+01  80  0.00  0.00 -1.00  1.30960E+01
5 176  1.60733E+01  2.42256E+01  80  0.00  0.00 -1.00  1.21692E+01
5 177  3.94601E+01  6.01575E+00  80  0.00  0.00 -1.00  1.51233E+01
6 178  2.68039E+01  1.37527E+01  80  0.00  0.00 -1.00  1.73712E+01
5 179  2.16684E+01  2.09123E+01  80  0.00  0.00 -1.00  4.53906E+00
6 180  3.31695E+01  5.98021E-01  80  0.00  0.00 -1.00  1.07174E+01
5 181  1.09684E+01  2.57191E+01  80  0.00  0.00 -1.00  1.07157E+01
6 182  2.18455E+01  3.67139E+01  80  0.00  0.00 -1.00  7.03403E+00
6 183  1.06645E+01  3.88035E+01  80  0.00  0.00 -1.00  8.89469E-01
5 184  9.86932E+00  3.37590E+01  80  0.00  0.00 -1.00  5.10685E+01
6 185  2.77609E+01  1.82301E+01  80  0.00  0.00 -1.00  1.06593E+01
5 186  3.26841E+01  8.83341E-01  80  0.00  0.00 -1.00  2.66718E+01
6 187  6.42995E+00  2.82780E+01  80  0.00  0.00 -1.00  6.15033E-01
6 188  2.83130E+01  1.74655E+01  80  0.00  0.00 -1.00  6.76897E+00
6 189  2.32968E+01  3.00684E+01  80  0.00  0.00 -1.00  1.27446E+01
5 190  3.96613E+01  2.78272E+01  80  0.00  0.00 -1.00  9.36654E-01
6 191  1.11805E+01  3.01545E+01  80  0.00  0.00 -1.00  3.81417E+01
5 192  6.84715E+00  1.70155E-01  80  0.00  0.00 -1.00  2.40471E+00
6 193  1.98276E+01  3.19667E+00  80  0.00  0.00 -1.00  1.55146E+00
6 194  6.52324E+00  3.61320E+01  80  0.00  0.00 -1.00  8.30839E+00
5 195  3.13197E+01  2.98672E+01  80  0.00  0.00 -1.00  8.78806E+00
5 196  1.74570E+01  2.53658E-01  80  0.00  0.00 -1.00  5.67933E-01
6 197  2.33915E+01  2.07391E+01  80  0.00  0.00 -1.00  9.38623E+00
5 198  2.67399E+00  2.17609E+01  80  0.00  0.00 -1.00  8.03829E+00
5 199  1.55893E+01  8.63303E+00  80  0.00  0.00 -1.00  3.94568E+00
6 200  1.54308E+01  2.50745E+01  80  0.00  0.00 -1.00  1.41215E+00
6 201  2.63621E+01  2.83728E+01  80  0.00  0.00 -1.00  6.46485E+00
5 202  2.15464E+01  1.12115E+01  80  0.00  0.00 -1.00  2.44095E+00
5 203  3.26373E+01  1.48764E+01  80  0.00  0.00 -1.00  2.73035E+00
6 204  2.74441E+01  1.24067E+01  80  0.00  0.00 -1.00  9.65750E+00
5 205  3.73898E-01  4.15189E+00  80  0.00  0.00 -1.00  8.30994E+00
6 206  2.08384E+01  3.10352E+01  80  0.00  0.00 -1.00  3.55727E+00
5 207  8.82740E+00  2.21115E+00  80  0.00  0.00 -1.00  7.80682E+00
5 208  2.82539E+00  6.41095E+00  80  0.00  0.00 -1.00  4.68170E+01
5 209  2.89505E+01  1.18809E+01  80  0.00  0.00 -1.00  1.16269E+00
5 210  2.02410E+00  1.91122E+01  80  0.00  0.00 -1.00  6.44273E-01
5 211  1.82865E+01  2.07995E+01  80  0.00  0.00 -1.00  1.98359E+00
5 212  1.78596E+01  6.01246E+00  80  0.00  0.00 -1.00  3.24008E+00
5 213  1.14377E+01  3.33473E+01  80  0.00  0.00 -1.00  4.46522E+00
6 214  2.78255E+01  2.31110E+01  80  0.00  0.00 -1.00  1.68567E+01
5 215  2.72466E+01  1.32470E+01  80  0.00  0.00 -1.00  3.20370E+01
5 216  2.29900E+00  3.94753E+01  80  0.00  0.00 -1.00  1.58225E+01
6 217  2.16957E+01  6.62899E-02  80  0.00  0.00 -1.00  1.07812E+01
5 218  3.42477E+01  1.17421E+00  80  0.00  0.00 -1.00  2.85859E+00
5 219  1.51020E+01  1.95861E+01  80  0.00  0.00 -1.00  2.18303E+01
5 220  2.30469E+01  2.95583E+01  80  0.00  0.00 -1.00  9.72416E+00
6 221  2.71733E+01  2.14507E+01  80  0.00  0.00 -1.00  1.26655E+01
5 222  1.42350E+00  4.90027E+00  80  0.00  0.00 -1.00  6.09257E+00
6 223  3.89342E+01  7.53102E+00  80  0.00  0.00 -1.00  6.38159E+00
6 224  1.40527E+01  2.45650E+01  80  0.00  0.00 -1.00  2.24081E+01
5 225  2.43045E+01  5.03731E+00  80  0.00  0.00 -1.00  2.09511E+00
5 226  2.21145E+01  3.81611E+01  80  0.00  0.00 -1.00  6.14386E+00
6 227  1.42770E+01  3.35241E+01  80  0.00  0.00 -1.00  2.10664E+01
5 228  3.89701E+01  1.03606E+01  80  0.00  0.00 -1.00  3.27211E-01
5 229  1.00611E+01  1.69734E+01  80  0.00  0.00 -1.00  8.47077E+00
5 230  3.25219E+01  3.59166E+01  80  0.00  0.00 -1.00  2.82861E+00
6 231  9.78344E+00  3.04247E+01  80  0.00  0.00 -1.00  1.53024E+00
6 232  2.77943E+01  1.80740E+01  80  0.00  0.00 -1.00  3.74786E+00
5 233  1.05448E+01  2.66201E+01  80  0.00  0.00 -1.00  4.41689E+00
5 234  4.66284E+00  8.38249E+00  80  0.00  0.00 -1.00  6.32655E+00
6 235  4.54702E+00  2.18790E+01  80  0.00  0.00 -1.00  4.27276E+00
6 236  2.43168E-01  7.03897E+00  80  0.00  0.00 -1.00  1.92031E+01
5 237  2.39744E+01  1.72763E+01  80  0.00  0.00 -1.00  2.51667E+00
6 238  3.30026E+00  2.74966E+01  80  0.00  0.00 -1.00  3.02218E+01
5 239  1.50124E+01  3.34483E+01  80  0.00  0.00 -1.00  1.38479E+00
6 240  4.94549E+00  3.89338E+01  80  0.00  0.00 -1.00  2.07689E+00
6 241  1.18541E+00  3.21412E+00  80  0.00  0.00 -1.00  8.28623E-01
5 242  1.97698E+01  3.07775E+01  80  0.00  0.00 -1.00  1.99252E+00
6 243  3.73612E+01  1.00062E+01  80  0.00  0.00 -1.00  2.86239E+00
6 244  1.43863E+01  3.07646E+01  80  0.00  0.00 -1.00  3.12192E+00
6 245  1.99982E+01  2.99701E+01  80  0.00  0.00 -1.00  7.36749E+00
6 246  2.68761E+01  2.72666E+01  80  0.00  0.00 -1.00  2.40278E+01
6 247  3.02708E+01  1.45470E+00  80  0.00  0.00 -1.00  1.06666E+00
6 248  9.22287E+00  8.86669E+00  80  0.00  0.00 -1.00  3.21456E+00
6 249  2.25041E+01  2.61049E+01  80  0.00  0.00 -1.00  2.85304E+00
6 250  2.46644E+01  1.48586E+01  80  0.00  0.00 -1.00  4.81036E-01
6 251  8.99204E+00  9.34766E+00  80  0.00  0.00 -1.00  8.62794E+00
5 252  2.61205E+01  6.63710E+00  80  0.00  0.00 -1.00  8.34371E+00
6 253  2.97642E+01  6.39030E+00  80  0.00  0.00 -1.00  1.42177E+00
6 254  1.90554E+00  2.64797E+01  80  0.00  0.00 -1.00  5.87283E+00
6 255  4.99779E+00  3.79663E+01  80  0.00  0.00 -1.00  1.71695E+01
6 256  1.93672E+01  2.48418E+01  80  0.00  0.00 -1.00  2.84683E+00
5 257  3.65610E+01  7.17773E-01  80  0.00  0.00 -1.00  1.59041E+01
6 258  2.37418E+01  2.88749E+01  80  0.00  0.00 -1.00  2.10540E+01
5 259  1.98633E+01  2.14777E+00  80  0.00  0.00 -1.00  2.27583E+00
5 260  1.76653E+01  2.07670E+01  80  0.00  0.00 -1.00  1.37427E+01
6 261  3.08778E+01  2.61425E+00  80  0.00  0.00 -1.00  3.50240E+00
6 262  1.77116E+01  3.90872E+01  80  0.00  0.00 -1.00  1.90589E+00
6 263  1.87097E+01  1.31622E+01  80  0.00  0.00 -1.00  3.32915E+00
5 264  1.78372E+01  2.97309E+01  80  0.00  0.00 -1.00  7.77325E+00
5 265  8.21364E+00  6.85517E+00  80  0.00  0.00 -1.00  3.36132E+00
6 266  1.49008E+01  3.75890E+01  80  0.00  0.00 -1.00  1.81246E+00
6 267  3.85940E+01  1.01983E+01  80  0.00  0.00 -1.00  2.07896E-01
5 268  2.81341E+00  4.95395E+00  80  0.00  0.00 -1.00  2.30253E-01
6 269  2.10535E+01  6.40332E+00  80  0.00  0.00 -1.00  1.15112E+00
5 270  2.07083E+01  4.20739E+00  80  0.00  0.00 -1.00  3.51054E-01
6 271  3.36630E+01  1.47425E+01  80  0.00  0.00 -1.00  1.08121E+00
6 272  1.69556E+01  1.30891E+01  80  0.00  0.00 -1.00  4.94416E+00
5 273  2.85419E+01  2.30710E+01  80  0.00  0.00 -1.00  2.38303E+00
5 274  3.48754E+01  3.03298E+01  80  0.00  0.00 -1.00  7.07964E+00
6 275  3.34639E+01  2.79916E+01  80  0.00  0.00 -1.00  5.43568E+00
5 276  1.55624E+01  3.74097E+01  80  0.00  0.00 -1.00  1.72223E-01
5 277  2.42241E+01  1.44833E+01  80  0.00  0.00 -1.00  8.24744E+00
6 278  2.15802E+01  1.82029E+01  80  0.00  0.00 -1.00  8.98436E+00
6 279  1.60677E+01  9.61761E+00  80  0.00  0.00 -1.00  1.48519E+01
6 280  3.32342E+00  1.68631E+01  80  0.00  0.00 -1.00  1.31144E+00
5 281  1.88952E+01  1.15907E+01  80  0.00  0.00 -1.00  3.47703E-01
5 282  4.19876E+00  8.65544E+00  80  0.00  0.00 -1.00  7.00286E+00
5 283  3.20807E+01  2.10976E+01  80  0.00  0.00 -1.00  4.87072E-01
5 284  2.67528E+01  3.45457E+01  80  0.00  0.00 -1.00  1.74596E+00
6 285  9.75000E+00  2.84626E+01  80  0.00  0.00 -1.00  7.18181E-01
6 286  1.05465E+01  1.53129E+01  80  0.00  0.00 -1.00  5.40270E-01
6 287  3.24021E+00  1.83905E+01  80  0.00  0.00 -1.00  1.58056E+00
6 288  9.31467E+00  3.18141E+01  80  0.00  0.00 -1.00  1.02454E+00
5 289  1.96537E+01  1.29147E-01  80  0.00  0.00 -1.00  9.11229E+00
6 290  1.06448E+01  2.65876E+01  80  0.00  0.00 -1.00  5.46181E-01
6 291  1.70076E+01  7.47298E+00  80  0.00  0.00 -1.00  2.39607E-01
5 292  3.85390E+01  5.36156E+00  80  0.00  0.00 -1.00  7.46626E-01
5 293  3.18342E+01  3.78418E+01  80  0.00  0.00 -1.00  5.45900E+00
6 294  6.84621E+00  2.42400E+01  80  0.00  0.00 -1.00  4.88111E+00
6 295  2.55214E+00  1.38997E+01  80  0.00  0.00 -1.00  3.29779E+00
5 296  1.16987E+01  2.03863E+01  80  0.00  0.00 -1.00  2.01279E+00
5 297  3.30335E+01  3.33735E+01  80  0.00  0.00 -1.00  8.23869E-01
6 298  2.90577E+01  1.31774E+01  80  0.00  0.00 -1.00  1.41224E+00
5 299  3.20834E+01  2.52705E+01  80  0.00  0.00 -1.00  2.47478E+00
6 300  1.81362E+00  1.65681E+00  80  0.00  0.00 -1.00  3.02075E+00
5 301  6.13260E+00  3.06826E+01  80  0.00  0.00 -1.00  4.99659E+00
6 302  2.46925E+00  2.07721E+01  80  0.00  0.00 -1.00  1.24146E+00
6 303  3.71660E+01  8.82062E+00  80  0.00  0.00 -1.00  6.99248E+00
5 304  8.18252E+00  3.55970E+00  80  0.00  0.00 -1.00  2.36176E+00
6 305  2.79876E+01  2.82584E+01  80  0.00  0.00 -1.00  4.77774E-01
5 306  1.97852E+01  1.04711E+01  80  0.00  0.00 -1.00  2.47293E+01
6 307  2.84628E+01  1.51346E+01  80  0.00  0.00 -1.00  7.53799E+00
5 308  8.02578E+00  9.30430E+00  80  0.00  0.00 -1.00  2.81867E+01
6 309  1.74438E+01  1.87799E+01  80  0.00  0.00 -1.00  1.36397E+01
5 310  3.44475E+01  3.90895E+01  80  0.00  0.00 -1.00  1.79826E+01
6 311  1.77808E+01  1.36971E+00  80  0.00  0.00 -1.00  1.96563E+01
5 312  2.09509E+01  1.26554E+00  80  0.00  0.00 -1.00  2.54531E+01
5 313  3.01269E+01  2.36635E+01  80  0.00  0.00 -1.00  1.38858E+01
5 314  3.29156E+01  1.31831E+01  80  0.00  0.00 -1.00  2.18209E+01
6 315  9.28312E+00  2.14611E+01  80  0.00  0.00 -1.00  8.57506E+00
5 316  1.72247E+01  1.61432E+01  80  0.00  0.00 -1.00  5.25051E+00
5 317  3.94930E+01  3.86764E+01  80  0.00  0.00 -1.00  5.93057E-01
6 318  3.40212E+01  3.47006E+01  80  0.00  0.00 -1.00  9.75090E+00
5 319  1.24642E+01  5.93561E+00  80  0.00  0.00 -1.00  6.94319E+00
6 320  3.99039E+01  2.55809E+01  80  0.00  0.00 -1.00  6.95996E+00
6 321  1.87230E+01  3.72766E+01  80  0.00  0.00 -1.00  1.26661E+01
6 322  2.76309E+01  3.26163E+01  80  0.00  0.00 -1.00  6.86831E-01
5 323  2.16614E+01  2.29123E+01  80  0.00  0.00 -1.00  4.61103E+00
5 324  6.36864E+00  3.78100E+01  80  0.00  0.00 -1.00  9.84491E+00
